Market,State,Issuer_Name,Plan_ID,Plan_Type,Metal_Level,Claims_Received,Claims_Denied,Appeals_Overturned_Rate,Denial_Rate
Individual,WI,Common Ground Healthcare Cooperative,87416WI0060006,EPO,Gold,4756,808,33.5%,17.0%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0060025,EPO,Gold,6121,1123,33.5%,18.3%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0030023,EPO,Silver,175007,30206,33.5%,17.3%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0030042,EPO,Silver,122037,21063,33.5%,17.3%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0030047,EPO,Silver,944344,169423,33.5%,17.9%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0060011,EPO,Silver,44290,8456,33.5%,19.1%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0060012,EPO,Silver,34714,5888,33.5%,17.0%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340102,HMO,Bronze Expanded,6835,1573,42.4%,23.0%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340103,HMO,Bronze Expanded,9204,2340,42.4%,25.4%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340111,HMO,Bronze Expanded,22083,6281,42.4%,28.4%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340132,HMO,Bronze Expanded,2407,682,42.4%,28.3%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340133,HMO,Bronze Expanded,1779,415,42.4%,23.3%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340134,HMO,Bronze Expanded,13348,2927,42.4%,21.9%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340141,HMO,Bronze Expanded,3088,723,42.4%,23.4%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340142,HMO,Bronze Expanded,755,282,42.4%,37.4%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340143,HMO,Bronze Expanded,4581,1183,42.4%,25.8%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340162,HMO,Bronze Expanded,8624,2860,42.4%,33.2%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340163,HMO,Bronze Expanded,5797,1924,42.4%,33.2%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340164,HMO,Bronze Expanded,13239,3052,42.4%,23.1%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340169,HMO,Bronze Expanded,6025,1840,42.4%,30.5%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340178,HMO,Bronze Expanded,2842,1264,42.4%,44.5%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340187,HMO,Bronze Expanded,1576,514,42.4%,32.6%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340188,HMO,Bronze Expanded,2519,699,42.4%,27.7%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340110,HMO,Gold,18147,4340,42.4%,23.9%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340159,HMO,Gold,5877,1460,42.4%,24.8%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340160,HMO,Gold,3159,862,42.4%,27.3%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340161,HMO,Gold,17830,4256,42.4%,23.9%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340171,HMO,Gold,10206,2740,42.4%,26.8%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340179,HMO,Gold,3121,898,42.4%,28.8%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340183,HMO,Gold,8807,2282,42.4%,25.9%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340186,HMO,Gold,1184,345,42.4%,29.1%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340106,HMO,Silver,11897,2772,42.4%,23.3%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340109,HMO,Silver,86342,23541,42.4%,27.3%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340150,HMO,Silver,2539,591,42.4%,23.3%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340151,HMO,Silver,2657,549,42.4%,20.7%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340152,HMO,Silver,11553,2486,42.4%,21.5%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340156,HMO,Silver,16934,4392,42.4%,25.9%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340157,HMO,Silver,13839,3114,42.4%,22.5%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340158,HMO,Silver,44414,10917,42.4%,24.6%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340170,HMO,Silver,127266,40170,42.4%,31.6%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340180,HMO,Silver,9578,2611,42.4%,27.3%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340181,HMO,Silver,8960,2339,42.4%,26.1%
Individual,WI,Compcare Health Serv Ins Co(Anthem BCBS),79475WI0340184,HMO,Silver,35855,10387,42.4%,29.0%
Individual,WI,Dean Health Plan,38345WI0010164,HMO,Bronze Expanded,19347,2133,50.7%,11.0%
Individual,WI,Dean Health Plan,38345WI0080070,EPO,Bronze Expanded,7171,621,50.7%,8.7%
Individual,WI,Dean Health Plan,38345WI0240009,HMO,Bronze Expanded,18618,2215,50.7%,11.9%
Individual,WI,Dean Health Plan,38345WI0240017,HMO,Bronze Expanded,5679,537,50.7%,9.5%
Individual,WI,Dean Health Plan,38345WI0010063,HMO,Catastrophic,1397,155,50.7%,11.1%
Individual,WI,Dean Health Plan,38345WI0080064,EPO,Catastrophic,823,72,50.7%,8.7%
Individual,WI,Dean Health Plan,38345WI0240010,HMO,Catastrophic,188,17,50.7%,9.0%
Individual,WI,Dean Health Plan,38345WI0010158,HMO,Gold,26553,3189,50.7%,12.0%
Individual,WI,Dean Health Plan,38345WI0010162,HMO,Gold,6908,624,50.7%,9.0%
Individual,WI,Dean Health Plan,38345WI0080063,EPO,Gold,10897,988,50.7%,9.1%
Individual,WI,Dean Health Plan,38345WI0080068,EPO,Gold,3517,352,50.7%,10.0%
Individual,WI,Dean Health Plan,38345WI0240011,HMO,Gold,3787,486,50.7%,12.8%
Individual,WI,Dean Health Plan,38345WI0240015,HMO,Gold,494,48,50.7%,9.7%
Individual,WI,Dean Health Plan,38345WI0010163,HMO,Silver,17827,1915,50.7%,10.7%
Individual,WI,Dean Health Plan,38345WI0080069,EPO,Silver,17962,1671,50.7%,9.3%
Individual,WI,Dean Health Plan,38345WI0240016,HMO,Silver,658,61,50.7%,9.3%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240019,HMO,Bronze Expanded,2317,181,0.0%,7.8%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240075,HMO,Bronze Expanded,1824,225,0.0%,12.3%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240080,HMO,Bronze Expanded,929,47,0.0%,5.1%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240061,HMO,Gold,12028,1219,0.0%,10.1%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240063,HMO,Gold,9030,892,0.0%,9.9%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240073,HMO,Gold,9987,914,0.0%,9.2%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240078,HMO,Gold,1738,111,0.0%,6.4%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240054,HMO,Platinum,17900,1378,0.0%,7.7%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240077,HMO,Platinum,3343,260,0.0%,7.8%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240057,HMO,Silver,3574,356,0.0%,10.0%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240058,HMO,Silver,5054,410,0.0%,8.1%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240074,HMO,Silver,2663,248,0.0%,9.3%
Individual,WI,Group Health Cooperative of South Central Wisconsin,94529WI0240079,HMO,Silver,2549,289,0.0%,11.3%
Individual,WI,HealthPartners Insurance Company,20173WI0130023,PPO,Bronze Expanded,25891,1521,0.0%,5.9%
Individual,WI,HealthPartners Insurance Company,20173WI0130027,PPO,Bronze Expanded,107576,5892,0.0%,5.5%
Individual,WI,HealthPartners Insurance Company,20173WI0130035,PPO,Bronze Expanded,2508,324,0.0%,12.9%
Individual,WI,HealthPartners Insurance Company,20173WI0130036,PPO,Bronze Expanded,2695,242,0.0%,9.0%
Individual,WI,HealthPartners Insurance Company,20173WI0130038,PPO,Bronze Expanded,10864,1018,0.0%,9.4%
Individual,WI,HealthPartners Insurance Company,20173WI0130042,PPO,Bronze Expanded,5093,476,0.0%,9.3%
Individual,WI,HealthPartners Insurance Company,20173WI0130025,PPO,Catastrophic,328,45,0.0%,13.7%
Individual,WI,HealthPartners Insurance Company,20173WI0130039,PPO,Catastrophic,97,17,0.0%,17.5%
Individual,WI,HealthPartners Insurance Company,20173WI0130001,PPO,Gold,6901,577,0.0%,8.4%
Individual,WI,HealthPartners Insurance Company,20173WI0130011,PPO,Gold,1708,147,0.0%,8.6%
Individual,WI,HealthPartners Insurance Company,20173WI0130020,PPO,Gold,44910,2837,0.0%,6.3%
Individual,WI,HealthPartners Insurance Company,20173WI0130040,PPO,Gold,4819,472,0.0%,9.8%
Individual,WI,HealthPartners Insurance Company,20173WI0130021,PPO,Silver,34665,1936,0.0%,5.6%
Individual,WI,HealthPartners Insurance Company,20173WI0130026,PPO,Silver,46050,2876,0.0%,6.2%
Individual,WI,HealthPartners Insurance Company,20173WI0130033,PPO,Silver,1275,133,0.0%,10.4%
Individual,WI,HealthPartners Insurance Company,20173WI0130034,PPO,Silver,3164,313,0.0%,9.9%
Individual,WI,HealthPartners Insurance Company,20173WI0130037,PPO,Silver,2107,187,0.0%,8.9%
Individual,WI,HealthPartners Insurance Company,20173WI0130041,PPO,Silver,13802,1176,0.0%,8.5%
Individual,WI,Medica Community Health Plan,57845WI0040011,EPO,Bronze Expanded,18046,3696,57.0%,20.5%
Individual,WI,Medica Community Health Plan,57845WI0040029,EPO,Bronze Expanded,38305,8539,57.0%,22.3%
Individual,WI,Medica Community Health Plan,57845WI0050011,EPO,Bronze Expanded,15488,2711,57.0%,17.5%
Individual,WI,Medica Community Health Plan,57845WI0050029,EPO,Bronze Expanded,37435,8407,57.0%,22.5%
Individual,WI,Medica Community Health Plan,57845WI0060011,EPO,Bronze Expanded,2034,432,57.0%,21.2%
Individual,WI,Medica Community Health Plan,57845WI0060029,EPO,Bronze Expanded,11594,2340,57.0%,20.2%
Individual,WI,Medica Community Health Plan,57845WI0040055,EPO,Gold,11017,2610,57.0%,23.7%
Individual,WI,Medica Community Health Plan,57845WI0050055,EPO,Gold,3015,693,57.0%,23.0%
Individual,WI,Medica Community Health Plan,57845WI0060055,EPO,Gold,3873,1274,57.0%,32.9%
Individual,WI,Medica Community Health Plan,57845WI0040027,EPO,Silver,12656,2596,57.0%,20.5%
Individual,WI,Medica Community Health Plan,57845WI0040057,EPO,Silver,45884,9483,57.0%,20.7%
Individual,WI,Medica Community Health Plan,57845WI0050027,EPO,Silver,10933,2087,57.0%,19.1%
Individual,WI,Medica Community Health Plan,57845WI0050057,EPO,Silver,50252,11763,57.0%,23.4%
Individual,WI,Medica Community Health Plan,57845WI0060027,EPO,Silver,6543,1662,57.0%,25.4%
Individual,WI,Medica Community Health Plan,57845WI0060057,EPO,Silver,14419,4087,57.0%,28.3%
Individual,WI,"MercyCare HMO, Inc.",58326WI0090024,HMO,Bronze,10148,796,66.7%,7.8%
Individual,WI,"MercyCare HMO, Inc.",58326WI0090023,HMO,Bronze Expanded,10942,961,66.7%,8.8%
Individual,WI,"MercyCare HMO, Inc.",58326WI0090013,HMO,Gold,35174,2773,66.7%,7.9%
Individual,WI,"MercyCare HMO, Inc.",58326WI0090021,HMO,Gold,80482,7129,66.7%,8.9%
Individual,WI,"MercyCare HMO, Inc.",58326WI0090002,HMO,Silver,19028,1762,66.7%,9.3%
Individual,WI,"MercyCare HMO, Inc.",58326WI0090016,HMO,Silver,16526,1387,66.7%,8.4%
Individual,WI,"MercyCare HMO, Inc.",58326WI0090022,HMO,Silver,35628,2856,66.7%,8.0%
Individual,WI,"Molina Healthcare of Wisconsin, Inc.",52697WI0010001,HMO,Gold,8121,1874,56.7%,23.1%
Individual,WI,"Molina Healthcare of Wisconsin, Inc.",52697WI0010008,HMO,Gold,1426,433,56.7%,30.4%
Individual,WI,"Molina Healthcare of Wisconsin, Inc.",52697WI0050001,HMO,Gold,4253,929,56.7%,21.8%
Individual,WI,"Molina Healthcare of Wisconsin, Inc.",52697WI0010002,HMO,Silver,166996,38071,56.7%,22.8%
Individual,WI,"Molina Healthcare of Wisconsin, Inc.",52697WI0010009,HMO,Silver,2911,729,56.7%,25.0%
Individual,WI,"Molina Healthcare of Wisconsin, Inc.",52697WI0050002,HMO,Silver,30377,7011,56.7%,23.1%
Individual,WI,Network Health Plan,81413WI0460008,HMO,Bronze Expanded,13086,1504,0.0%,11.5%
Individual,WI,Network Health Plan,81413WI0460018,HMO,Bronze Expanded,84746,11706,0.0%,13.8%
Individual,WI,Network Health Plan,81413WI0470008,HMO,Bronze Expanded,19122,2401,0.0%,12.6%
Individual,WI,Network Health Plan,81413WI0470018,HMO,Bronze Expanded,38741,5454,0.0%,14.1%
Individual,WI,Network Health Plan,81413WI0480002,HMO,Bronze Expanded,6001,935,0.0%,15.6%
Individual,WI,Network Health Plan,81413WI0490002,HMO,Bronze Expanded,2917,369,0.0%,12.6%
Individual,WI,Network Health Plan,81413WI0460013,HMO,Gold,8932,1254,0.0%,14.0%
Individual,WI,Network Health Plan,81413WI0460016,HMO,Gold,5139,691,0.0%,13.4%
Individual,WI,Network Health Plan,81413WI0470013,HMO,Gold,15715,2071,0.0%,13.2%
Individual,WI,Network Health Plan,81413WI0470016,HMO,Gold,7337,885,0.0%,12.1%
Individual,WI,Network Health Plan,81413WI0480004,HMO,Gold,1084,106,0.0%,9.8%
Individual,WI,Network Health Plan,81413WI0490004,HMO,Gold,736,107,0.0%,14.5%
Individual,WI,Network Health Plan,81413WI0460011,HMO,Silver,5856,784,0.0%,13.4%
Individual,WI,Network Health Plan,81413WI0470011,HMO,Silver,11258,2000,0.0%,17.8%
Individual,WI,Network Health Plan,81413WI0480003,HMO,Silver,322,20,0.0%,6.2%
Individual,WI,Network Health Plan,81413WI0490003,HMO,Silver,450,62,0.0%,13.8%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0380204,HMO,Bronze Expanded,3881,160,15.6%,4.1%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0380251,HMO,Bronze Expanded,3885,609,15.6%,15.7%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0510204,HMO,Bronze Expanded,6617,302,15.6%,4.6%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0510205,HMO,Bronze Expanded,439,35,15.6%,8.0%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0510251,HMO,Bronze Expanded,9896,1619,15.6%,16.4%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0510252,HMO,Bronze Expanded,217,22,15.6%,10.1%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0540007,HMO,Bronze Expanded,17245,624,15.6%,3.6%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0540065,HMO,Bronze Expanded,6053,822,15.6%,13.6%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0540008,HMO,Catastrophic,362,19,15.6%,5.2%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0540066,HMO,Catastrophic,329,50,15.6%,15.2%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0380194,HMO,Gold,9531,409,15.6%,4.3%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0380241,HMO,Gold,3956,297,15.6%,7.5%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0380243,HMO,Gold,883,150,15.6%,17.0%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0510194,HMO,Gold,16487,676,15.6%,4.1%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0510196,HMO,Gold,402,11,15.6%,2.7%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0510241,HMO,Gold,7109,1308,15.6%,18.4%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0510243,HMO,Gold,370,36,15.6%,9.7%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0380199,HMO,Silver,4654,164,15.6%,3.5%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0380246,HMO,Silver,2656,372,15.6%,14.0%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0510199,HMO,Silver,1443,82,15.6%,5.7%
Individual,WI,Quartz Health Benefit Plans Corporation,37833WI0510246,HMO,Silver,3497,993,15.6%,28.4%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0180014,EPO,Bronze,36407,6524,65.7%,17.9%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0270007,EPO,Bronze,36102,6284,65.7%,17.4%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0280009,HMO,Bronze,730,110,65.7%,15.1%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0310007,HMO,Bronze,8724,1537,65.7%,17.6%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0180022,EPO,Bronze Expanded,87639,15048,65.7%,17.2%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0180028,EPO,Bronze Expanded,53468,10235,65.7%,19.1%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0270005,EPO,Bronze Expanded,94031,15624,65.7%,16.6%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0270013,EPO,Bronze Expanded,46578,8367,65.7%,18.0%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0280006,HMO,Bronze Expanded,635,115,65.7%,18.1%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0280013,HMO,Bronze Expanded,5564,983,65.7%,17.7%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0310005,HMO,Bronze Expanded,34521,6201,65.7%,18.0%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0310006,HMO,Bronze Expanded,34333,7227,65.7%,21.0%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0180008,EPO,Catastrophic,618,150,65.7%,24.3%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0270008,EPO,Catastrophic,820,135,65.7%,16.5%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0310008,HMO,Catastrophic,400,78,65.7%,19.5%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0180023,EPO,Gold,91787,16971,65.7%,18.5%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0180026,EPO,Gold,14247,2445,65.7%,17.2%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0270001,EPO,Gold,95189,18218,65.7%,19.1%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0270011,EPO,Gold,22048,4221,65.7%,19.1%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0280002,HMO,Gold,1602,286,65.7%,17.9%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0280011,HMO,Gold,216,30,65.7%,13.9%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0310001,HMO,Gold,3209,771,65.7%,24.0%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0310002,HMO,Gold,12698,2287,65.7%,18.0%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0180018,EPO,Silver,6205,976,65.7%,15.7%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0180027,EPO,Silver,93256,17461,65.7%,18.7%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0270004,EPO,Silver,19734,2952,65.7%,15.0%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0270012,EPO,Silver,94380,16168,65.7%,17.1%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0280012,HMO,Silver,2338,551,65.7%,23.6%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0310003,HMO,Silver,10695,1669,65.7%,15.6%
Individual,WI,"Security Health Plan of Wisconsin, Inc.",38166WI0310004,HMO,Silver,328,84,65.7%,25.6%
Individual,WV,CareSource West Virginia Co.,50328WV0010024,HMO,Bronze Expanded,110814,31610,0.0%,28.5%
Individual,WV,CareSource West Virginia Co.,50328WV0020024,HMO,Bronze Expanded,19092,3020,0.0%,15.8%
Individual,WV,CareSource West Virginia Co.,50328WV0010022,HMO,Gold,4583,1145,0.0%,25.0%
Individual,WV,CareSource West Virginia Co.,50328WV0020022,HMO,Gold,2617,264,0.0%,10.1%
Individual,WV,CareSource West Virginia Co.,50328WV0010021,HMO,Silver,191701,44039,0.0%,23.0%
Individual,WV,CareSource West Virginia Co.,50328WV0010023,HMO,Silver,14818,3372,0.0%,22.8%
Individual,WV,CareSource West Virginia Co.,50328WV0010025,HMO,Silver,10556,2456,0.0%,23.3%
Individual,WV,CareSource West Virginia Co.,50328WV0020021,HMO,Silver,43958,7119,0.0%,16.2%
Individual,WV,CareSource West Virginia Co.,50328WV0020023,HMO,Silver,8836,1672,0.0%,18.9%
Individual,WV,CareSource West Virginia Co.,50328WV0020025,HMO,Silver,5301,1013,0.0%,19.1%
Individual,WV,Highmark Blue Cross Blue Shield West Virginia,31274WV0560001,PPO,Bronze Expanded,117934,13345,24.7%,11.3%
Individual,WV,Highmark Blue Cross Blue Shield West Virginia,31274WV0570001,PPO,Bronze Expanded,41051,4590,24.7%,11.2%
Individual,WV,Highmark Blue Cross Blue Shield West Virginia,31274WV0580001,PPO,Bronze Expanded,38133,4764,24.7%,12.5%
Individual,WV,Highmark Blue Cross Blue Shield West Virginia,31274WV0560005,PPO,Gold,134460,13783,24.7%,10.3%
Individual,WV,Highmark Blue Cross Blue Shield West Virginia,31274WV0570003,PPO,Gold,61421,6513,24.7%,10.6%
Individual,WV,Highmark Blue Cross Blue Shield West Virginia,31274WV0590002,PPO,Gold,46858,4765,24.7%,10.2%
Individual,WV,Highmark Blue Cross Blue Shield West Virginia,31274WV0600002,PPO,Gold,47504,4701,24.7%,9.9%
Individual,WV,Highmark Blue Cross Blue Shield West Virginia,31274WV0560003,PPO,Silver,200285,20989,24.7%,10.5%
Individual,WY,Blue Cross Blue Shield of Wyoming,11269WY0070026,PPO,Bronze,16390,3982,57.3%,24.3%
Individual,WY,Blue Cross Blue Shield of Wyoming,11269WY0070004,PPO,Bronze Expanded,75485,13700,57.3%,18.1%
Individual,WY,Blue Cross Blue Shield of Wyoming,11269WY0170020,PPO,Bronze Expanded,7158,1181,57.3%,16.5%
Individual,WY,Blue Cross Blue Shield of Wyoming,11269WY0070013,PPO,Gold,101541,19207,57.3%,18.9%
Individual,WY,Blue Cross Blue Shield of Wyoming,11269WY0070025,PPO,Gold,186976,31240,57.3%,16.7%
Individual,WY,Blue Cross Blue Shield of Wyoming,11269WY0170017,PPO,Gold,34850,6369,57.3%,18.3%
Individual,WY,Blue Cross Blue Shield of Wyoming,11269WY0070014,PPO,Silver,23744,6283,57.3%,26.5%
Individual,WY,Blue Cross Blue Shield of Wyoming,11269WY0070016,PPO,Silver,24241,4516,57.3%,18.6%
Individual,WY,Blue Cross Blue Shield of Wyoming,11269WY0170016,PPO,Silver,19979,3423,57.3%,17.1%
Individual,WY,Blue Cross Blue Shield of Wyoming,11269WY0170018,PPO,Silver,21994,3483,57.3%,15.8%
Individual,WY,Montana Health Cooperative,38576WY0020004,PPO,Bronze Expanded,31875,2839,23.7%,8.9%
Individual,WY,Montana Health Cooperative,38576WY0020010,PPO,Bronze Expanded,14429,995,23.7%,6.9%
Individual,WY,Montana Health Cooperative,38576WY0020001,PPO,Gold,195471,16466,23.7%,8.4%
