Individual Marketplace Medical Qualified Health Plans (QHPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legend 
*                              Data not available for this issuer/plan
Individual,FFE,IN,TRUASSURE INSURANCE COMPANY,87417,No,Yes,87417IN0010001,Returning,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,152,518,36,91,**,16,**,**,**,**,**,**,99,380,24,47,**,16,**,**,30,**,**,**,**,**,41,196,31
Individual,FFE,IN,TRUASSURE INSURANCE COMPANY,87417,No,Yes,87417IN0020001,Returning,PPO,SADP,High,https://www.truassure.com/aca-plans.html,152,518,36,91,**,16,**,**,**,**,**,**,53,138,12,44,**,**,**,**,12,**,**,**,**,**,44,83,13
Individual,FFE,IN,TRUASSURE INSURANCE COMPANY,87417,No,Yes,87417IN0050001,New,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,152,518,36,91,**,16,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,OK,Blue Cross Blue Shield of Oklahoma,87571,No,No,87571OK0390001,Returning,PPO,SADP,High,https://www.bcbsok.com/insurance-basics/coverage-information/transparency-in-coverage,15554,3012369,6012,956350,540,2587,1581,376,23.8,59,22,37.3,6622,34319,2416,6476,176,1156,**,**,2283,125,77,75,**,201,6127,6648,976
Individual,FFE,OK,Blue Cross Blue Shield of Oklahoma,87571,No,No,87571OK0390002,Returning,PPO,SADP,Low,https://www.bcbsok.com/insurance-basics/coverage-information/transparency-in-coverage,15554,3012369,6012,956350,540,2587,1581,376,23.8,59,22,37.3,5897,26322,2346,4650,301,958,**,**,1670,60,**,94,**,327,4837,5869,812
Individual,FFE,OK,Blue Cross Blue Shield of Oklahoma,87571,No,No,87571OK0390003,Returning,PPO,SADP,High,https://www.bcbsok.com/insurance-basics/coverage-information/transparency-in-coverage,15554,3012369,6012,956350,540,2587,1581,376,23.8,59,22,37.3,1329,4302,617,696,26,139,**,**,466,16,37,**,**,40,754,1108,91
Individual,FFE,OK,Blue Cross Blue Shield of Oklahoma,87571,No,No,87571OK0390004,Returning,PPO,SADP,Low,https://www.bcbsok.com/insurance-basics/coverage-information/transparency-in-coverage,15554,3012369,6012,956350,540,2587,1581,376,23.8,59,22,37.3,352,1386,111,204,**,52,**,**,110,**,**,**,**,**,200,257,44
Individual,FFE,OK,Blue Cross Blue Shield of Oklahoma,87571,No,No,87571OK0390005,Returning,PPO,SADP,Low,https://www.bcbsok.com/insurance-basics/coverage-information/transparency-in-coverage,15554,3012369,6012,956350,540,2587,1581,376,23.8,59,22,37.3,1354,8065,522,2028,33,282,**,**,474,30,**,**,**,38,1998,1959,390
Individual,FFE,OK,Blue Cross Blue Shield of Oklahoma,87571,No,No,87571OK0390006,New,PPO,SADP,Low,https://www.bcbsok.com/insurance-basics/coverage-information/transparency-in-coverage,15554,3012369,6012,956350,540,2587,1581,376,23.8,59,22,37.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,NH,"Delta Dental Plan of New Hampshire, Inc.",87701,No,Yes,87701NH0070001,Returning,PPO,SADP,High,https://www.nedelta.com/content/dam/member-companies/nedd/downloads/exchange/ExchangeTransparencyPolicies.pdf,745,17935,211,3132,**,**,**,**,**,**,**,**,395,7478,108,1448,**,**,**,**,819,**,579,403,**,283,51,1370,171
Individual,SPE,NH,"Delta Dental Plan of New Hampshire, Inc.",87701,No,Yes,87701NH0080001,Returning,PPO,SADP,Low,https://www.nedelta.com/content/dam/member-companies/nedd/downloads/exchange/ExchangeTransparencyPolicies.pdf,745,17935,211,3132,**,**,**,**,**,**,**,**,331,9652,100,1604,**,**,**,**,891,**,279,423,**,312,78,2054,250
Individual,SPE,NH,"Delta Dental Plan of New Hampshire, Inc.",87701,No,Yes,87701NH0090001,Returning,PPO,SADP,High,https://www.nedelta.com/content/dam/member-companies/nedd/downloads/exchange/ExchangeTransparencyPolicies.pdf,745,17935,211,3132,**,**,**,**,**,**,**,**,**,263,**,27,**,**,**,**,22,**,**,**,**,**,**,38,**
Individual,SPE,NH,"Delta Dental Plan of New Hampshire, Inc.",87701,No,Yes,87701NH0100001,Returning,PPO,SADP,Low,https://www.nedelta.com/content/dam/member-companies/nedd/downloads/exchange/ExchangeTransparencyPolicies.pdf,745,17935,211,3132,**,**,**,**,**,**,**,**,16,542,**,53,**,**,**,**,24,**,**,**,**,19,**,64,**
Individual,SPE,MI,"Educators Health Plans Life, Accident, and Health, Inc",88507,No,Yes,88507MI0010001,Returning,PPO,SADP,High,https://emihealth.com/Policies/MichiganDental,6953,6591,2664,1983,520,383,**,**,**,**,**,**,258,412,12,**,27,19,**,**,75,**,17,15,**,88,**,152,30
Individual,SPE,MI,"Educators Health Plans Life, Accident, and Health, Inc",88507,No,Yes,88507MI0010002,Returning,PPO,SADP,Low,https://emihealth.com/Policies/MichiganDental,6953,6591,2664,1983,520,383,**,**,**,**,**,**,1422,2979,52,79,97,172,**,**,392,**,98,131,**,625,**,1395,279
Individual,SPE,MI,"Educators Health Plans Life, Accident, and Health, Inc",88507,No,Yes,88507MI0010003,Returning,PPO,SADP,Low,https://emihealth.com/Policies/MichiganDental,6953,6591,2664,1983,520,383,**,**,**,**,**,**,735,710,57,12,48,21,**,**,249,**,32,69,**,171,**,613,121
Individual,SPE,MI,"Educators Health Plans Life, Accident, and Health, Inc",88507,No,Yes,88507MI0010004,Returning,PPO,SADP,Low,https://emihealth.com/Policies/MichiganDental,6953,6591,2664,1983,520,383,**,**,**,**,**,**,4538,2490,248,86,348,171,**,**,849,12,191,334,**,1298,**,2746,617
Individual,FFE,SC,BEST Life and Health Insurance Company,89281,No,Yes,89281SC0020003,Returning,PPO,SADP,High,https://www.bestlife.com/SC/index.html,565,617,232,220,17,26,**,**,**,**,**,**,174,121,79,44,**,**,**,**,75,**,**,30,**,**,20,1201,251
Individual,FFE,SC,BEST Life and Health Insurance Company,89281,No,Yes,89281SC0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/SC/index.html,565,617,232,220,17,26,**,**,**,**,**,**,203,280,82,86,**,18,**,**,75,**,**,58,**,**,35,1886,402
Individual,FFE,SC,BEST Life and Health Insurance Company,89281,No,Yes,89281SC0020007,New,PPO,SADP,High,https://www.bestlife.com/SC/index.html,565,617,232,220,17,26,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,BEST Life and Health Insurance Company,89281,No,Yes,89281SC0020008,New,PPO,SADP,Low,https://www.bestlife.com/SC/index.html,565,617,232,220,17,26,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,TRUASSURE INSURANCE COMPANY,89819,No,Yes,89819OH0010001,Returning,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,739,906,48,223,22,37,**,**,**,**,**,**,525,663,32,185,15,21,**,**,**,**,**,**,**,**,214,29,**
Individual,SPE,OH,TRUASSURE INSURANCE COMPANY,89819,No,Yes,89819OH0020001,Returning,PPO,SADP,High,https://www.truassure.com/aca-plans.html,739,906,48,223,22,37,**,**,**,**,**,**,214,243,16,38,**,16,**,**,**,**,**,**,**,**,52,155,22
Individual,SPE,OH,TRUASSURE INSURANCE COMPANY,89819,No,Yes,89819OH0050001,New,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,739,906,48,223,22,37,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,BCBS of Wisconsin(Anthem BCBS),90028,No,No,90028WI0420003,Returning,PPO,SADP,Low,https://www.anthem.com,6363,10493,1198,1166,132,246,**,**,**,**,**,**,1892,3685,307,314,50,94,**,**,167,**,**,**,**,**,454,1395,255
Individual,FFE,WI,BCBS of Wisconsin(Anthem BCBS),90028,No,No,90028WI0420004,Returning,PPO,SADP,High,https://www.anthem.com,6363,10493,1198,1166,132,246,**,**,**,**,**,**,1732,2972,319,278,53,124,**,**,206,**,**,**,**,**,391,1050,178
Individual,FFE,WI,BCBS of Wisconsin(Anthem BCBS),90028,No,No,90028WI0420005,Returning,PPO,SADP,Low,https://www.anthem.com,6363,10493,1198,1166,132,246,**,**,**,**,**,**,1360,2100,229,200,**,11,**,**,240,**,**,**,**,**,189,953,166
Individual,FFE,WI,BCBS of Wisconsin(Anthem BCBS),90028,No,No,90028WI0420006,Returning,PPO,SADP,Low,https://www.anthem.com,6363,10493,1198,1166,132,246,**,**,**,**,**,**,1379,1736,343,374,20,17,**,**,532,**,**,**,**,**,185,1014,225
Individual,SBE-FP,IL,"Dominion Dental Services, Inc.",90067,Yes,Yes,90067IL0010001,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,"Dominion Dental Services, Inc.",90067,Yes,Yes,90067IL0010002,New,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,"Dominion Dental Services, Inc.",90067,Yes,Yes,90067IL0010003,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,"Dominion Dental Services, Inc.",90067,Yes,Yes,90067IL0010004,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,"Dominion Dental Services, Inc.",90067,Yes,Yes,90067IL0010005,New,PPO,SADP,Low,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,"Dominion Dental Services, Inc.",90067,Yes,Yes,90067IL0010006,New,PPO,SADP,High,https://www.dominionnational.com/wps/wcm/connect/prodnws.dominionnational.com-30097/a166049e-f578-4b90-8fda-60f3bf81a047/PY2025+Transparency+in+Coverage+Policy.pdf?MOD=AJPERES&CVID=o.a6Vwe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TN,Guardian Life Insurance Company of America,90402,No,Yes,90402TN0070005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,2929,7750,2126,3396,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TN,Guardian Life Insurance Company of America,90402,No,Yes,90402TN0080005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,2929,7750,2126,3396,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TN,Guardian Life Insurance Company of America,90402,No,Yes,90402TN0090005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,2929,7750,2126,3396,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TN,Guardian Life Insurance Company of America,90402,No,Yes,90402TN0100004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,2929,7750,2126,3396,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,"Educators Health Plans Life, Accident, and Health,",91476,No,Yes,91476TX0010003,Returning,PPO,SADP,Low,https://emihealth.com/Policies/TexasDental,9033,11784,3292,3515,637,679,**,**,**,**,**,**,2249,3064,855,891,157,146,**,**,840,**,152,111,**,641,**,965,200
Individual,FFE,TX,"Educators Health Plans Life, Accident, and Health,",91476,No,Yes,91476TX0010004,Returning,PPO,SADP,Low,https://emihealth.com/Policies/TexasDental,9033,11784,3292,3515,637,679,**,**,**,**,**,**,1571,2467,504,665,107,130,**,**,427,15,75,233,**,419,**,1391,339
Individual,FFE,TX,"Educators Health Plans Life, Accident, and Health,",91476,No,Yes,91476TX0010005,New,PPO,SADP,High,https://emihealth.com/Policies/TexasDental,9033,11784,3292,3515,637,679,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,"Educators Health Plans Life, Accident, and Health,",91476,No,Yes,91476TX0010006,New,PPO,SADP,Low,https://emihealth.com/Policies/TexasDental,9033,11784,3292,3515,637,679,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,"Educators Health Plans Life, Accident, and Health,",91476,No,Yes,91476TX0020002,Returning,PPO,SADP,Low,https://emihealth.com/Policies/TexasDental,9033,11784,3292,3515,637,679,**,**,**,**,**,**,4451,5316,1659,1711,332,328,**,**,1566,20,227,309,**,1248,**,2579,619
Individual,FFE,WI,Humana Insurance Company,91604,No,Yes,91604WI0490002,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,582,2754,113,559,**,39,**,**,**,**,**,**,582,2754,113,559,**,39,**,32,492,**,**,46,**,**,127,735,135
Individual,FFE,NC,"Educators Health Plans Life, Accident, and Health, Inc",93383,Yes,Yes,93383NC0010001,New,PPO,SADP,High,https://emihealth.com/Policies/NorthCarolinaDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,"Educators Health Plans Life, Accident, and Health, Inc",93383,Yes,Yes,93383NC0010002,New,PPO,SADP,Low,https://emihealth.com/Policies/NorthCarolinaDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,"Educators Health Plans Life, Accident, and Health, Inc",93383,Yes,Yes,93383NC0010003,New,PPO,SADP,Low,https://emihealth.com/Policies/NorthCarolinaDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,"Educators Health Plans Life, Accident, and Health, Inc",93383,Yes,Yes,93383NC0010004,New,PPO,SADP,Low,https://emihealth.com/Policies/NorthCarolinaDental,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,MT,BEST Life and Health Insurance Company,93895,No,Yes,93895MT0020003,Returning,Indemnity,SADP,High,https://www.bestlife.com/mt/index.html,68,25,31,15,**,**,**,**,**,**,**,**,12,**,**,**,**,**,**,**,**,**,**,**,**,**,**,102,20
Individual,SPE,MT,BEST Life and Health Insurance Company,93895,No,Yes,93895MT0020006,Returning,Indemnity,SADP,Low,https://www.bestlife.com/mt/index.html,68,25,31,15,**,**,**,**,**,**,**,**,33,22,15,14,**,**,**,**,13,**,**,11,**,**,**,536,134
Individual,SPE,MT,BEST Life and Health Insurance Company,93895,No,Yes,93895MT0020007,New,Indemnity,SADP,High,https://www.bestlife.com/mt/index.html,68,25,31,15,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,MT,BEST Life and Health Insurance Company,93895,No,Yes,93895MT0020008,New,Indemnity,SADP,Low,https://www.bestlife.com/mt/index.html,68,25,31,15,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,BEST Life and Health Insurance Company,94482,No,Yes,94482NC0020003,Returning,PPO,SADP,High,https://www.bestlife.com/NC/index.html,141,185,68,78,13,**,**,**,**,**,**,**,57,51,29,25,**,**,**,**,34,**,**,15,**,**,**,1311,329
Individual,FFE,NC,BEST Life and Health Insurance Company,94482,No,Yes,94482NC0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/NC/index.html,141,185,68,78,13,**,**,**,**,**,**,**,34,77,15,35,**,**,**,**,33,**,**,**,**,**,**,2225,522
Individual,FFE,NC,BEST Life and Health Insurance Company,94482,No,Yes,94482NC0020007,New,PPO,SADP,High,https://www.bestlife.com/NC/index.html,141,185,68,78,13,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,BEST Life and Health Insurance Company,94482,No,Yes,94482NC0020008,New,PPO,SADP,Low,https://www.bestlife.com/NC/index.html,141,185,68,78,13,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,KS,Renaissance Life & Health Insurance Company of America,95038,No,Yes,95038KS0040003,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,4198,8617,1383,2247,275,481,**,**,**,**,**,**,2625,5187,801,1581,159,309,**,1252,388,**,206,160,**,165,1193,1472,196
Individual,SPE,KS,Renaissance Life & Health Insurance Company of America,95038,No,Yes,95038KS0050002,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,4198,8617,1383,2247,275,481,**,**,**,**,**,**,11,58,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,SPE,KS,Renaissance Life & Health Insurance Company of America,95038,No,Yes,95038KS0070001,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,4198,8617,1383,2247,275,481,**,**,**,**,**,**,1562,2995,582,659,116,171,**,968,406,**,51,35,**,89,253,1390,279
Individual,SPE,MI,Paramount Insurance Company,95233,No,Yes,95233MI0210001,Returning,EPO,SADP,Low,https://www.insuringsmiles.com/find-a-plan/marketplace-dental/dental-transparency,170,1470,154,555,30,296,**,**,**,**,**,**,55,381,50,163,11,90,**,50,114,**,**,**,**,**,41,195,62
Individual,SPE,MI,Paramount Insurance Company,95233,No,Yes,95233MI0210002,Returning,EPO,SADP,Low,https://www.insuringsmiles.com/find-a-plan/marketplace-dental/dental-transparency,170,1470,154,555,30,296,**,**,**,**,**,**,39,308,38,119,**,49,**,38,43,**,**,**,**,**,71,146,40
Individual,SPE,MI,Paramount Insurance Company,95233,No,Yes,95233MI0210003,Returning,EPO,SADP,Low,https://www.insuringsmiles.com/find-a-plan/marketplace-dental/dental-transparency,170,1470,154,555,30,296,**,**,**,**,**,**,76,781,66,273,18,156,**,66,119,**,**,**,**,**,148,305,74
Individual,FFE,LA,Louisiana Health Service & Indemnity Company,97176,No,No,97176LA0390001,Returning,PPO,SADP,High,https://www.bcbsla.com/footer/transparencylahsic,48828,594185,4077,79444,67,182,213,75,35.2,20,**,**,1193,2508,215,578,**,**,**,**,512,**,**,61,**,**,210,842,133
Individual,FFE,LA,Louisiana Health Service & Indemnity Company,97176,No,No,97176LA0390002,Returning,PPO,SADP,High,https://www.bcbsla.com/footer/transparencylahsic,48828,594185,4077,79444,67,182,213,75,35.2,20,**,**,2492,5372,553,1179,**,**,**,**,1042,**,**,197,**,**,486,1712,258
Individual,FFE,LA,Louisiana Health Service & Indemnity Company,97176,No,No,97176LA0390003,Returning,PPO,SADP,High,https://www.bcbsla.com/footer/transparencylahsic,48828,594185,4077,79444,67,182,213,75,35.2,20,**,**,4444,9312,979,1986,**,**,**,**,1851,**,**,364,**,**,748,3554,653
Individual,FFE,SC,Renaissance Life & Health Insurance Company of America,97325,No,Yes,97325SC0060003,Returning,PPO,SADP,High,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,7762,14525,2699,4336,501,947,**,**,**,**,**,**,3083,5847,1105,1719,217,389,**,1785,554,**,208,271,**,221,1165,1733,249
Individual,FFE,SC,Renaissance Life & Health Insurance Company of America,97325,No,Yes,97325SC0060004,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,7762,14525,2699,4336,501,947,**,**,**,**,**,**,2796,5447,1002,1721,160,380,**,1583,560,**,129,2741,**,242,1161,1852,267
Individual,FFE,SC,Renaissance Life & Health Insurance Company of America,97325,No,Yes,97325SC0070003,Returning,PPO,SADP,High,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,7762,14525,2699,4336,501,947,**,**,**,**,**,**,25,22,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,SC,Renaissance Life & Health Insurance Company of America,97325,No,Yes,97325SC0070004,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,7762,14525,2699,4336,501,947,**,**,**,**,**,**,32,11,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,SC,Renaissance Life & Health Insurance Company of America,97325,No,Yes,97325SC0090001,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,7762,14525,2699,4336,501,947,**,**,**,**,**,**,1826,3198,586,895,123,178,**,921,531,**,61,72,**,117,364,1641,328
Individual,SPE,UT,UnitedHealthcare Insurance Company,97462,Yes,Yes,97462UT0090001,New,EPO,SADP,High,https://www.solsticecare.com/claimsFaq.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,UT,UnitedHealthcare Insurance Company,97462,Yes,Yes,97462UT0100001,New,PPO,SADP,High,https://www.solsticecare.com/claimsFaq.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TN,"Educators Health Plans Life, Accident, and Health, Inc",97536,No,Yes,97536TN0010001,Returning,PPO,SADP,High,https://emihealth.com/Policies/TennesseeDental,5257,6756,2702,2876,488,321,**,**,**,**,**,**,411,375,220,151,25,18,**,**,233,**,23,17,**,98,**,191,55
Individual,FFE,TN,"Educators Health Plans Life, Accident, and Health, Inc",97536,No,Yes,97536TN0010002,Returning,PPO,SADP,Low,https://emihealth.com/Policies/TennesseeDental,5257,6756,2702,2876,488,321,**,**,**,**,**,**,374,683,161,262,48,61,**,**,165,**,36,26,**,196,**,288,67
Individual,FFE,TN,"Educators Health Plans Life, Accident, and Health, Inc",97536,No,Yes,97536TN0010003,Returning,PPO,SADP,Low,https://emihealth.com/Policies/TennesseeDental,5257,6756,2702,2876,488,321,**,**,**,**,**,**,1349,2441,680,1017,98,93,**,**,1073,**,61,62,**,495,**,1080,252
